prompt,strategy,synthetic_ratio,classifier,metric,mean,std,count,mean_std,ci_lower,ci_upper,ci_95
original,within_group,30,svm,auc_pr,0.6496285168377713,0.03327253528989635,100,0.6496 ± 0.0333,0.6431070999209516,0.6561499337545911,"[0.6431, 0.6561]"
original,within_group,30,svm,auc_roc,0.7511098662538208,0.03064141515450436,100,0.7511 ± 0.0306,0.7451041488835379,0.7571155836241037,"[0.7451, 0.7571]"
original,within_group,30,svm,balanced_accuracy,0.712368027516076,0.014683617086827794,100,0.7124 ± 0.0147,0.7094900385670577,0.7152460164650942,"[0.7095, 0.7152]"
original,within_group,30,svm,f1_score,0.5946603504506686,0.029061059256308638,100,0.5947 ± 0.0291,0.588964382836432,0.6003563180649051,"[0.5890, 0.6004]"
original,within_group,30,svm,precision,0.9926632665617222,0.006495625747044785,100,0.9927 ± 0.0065,0.9913901239153015,0.993936409208143,"[0.9914, 0.9939]"
original,within_group,30,svm,recall,0.42508748317631223,0.02940861891842541,100,0.4251 ± 0.0294,0.41932339386830086,0.4308515724843236,"[0.4193, 0.4309]"
original,within_group,40,random_forest,accuracy,0.9438627187079408,0.013014375270247578,100,0.9439 ± 0.0130,0.9413119011549723,0.9464135362609093,"[0.9413, 0.9464]"
original,within_group,40,random_forest,auc_pr,0.94024798173164,0.00910459831450528,100,0.9402 ± 0.0091,0.938463480461997,0.9420324830012831,"[0.9385, 0.9420]"
original,within_group,40,random_forest,auc_roc,0.9918321018605232,0.0013448574280094162,100,0.9918 ± 0.0013,0.9915685098046333,0.9920956939164131,"[0.9916, 0.9921]"
original,within_group,40,random_forest,balanced_accuracy,0.9591221773590548,0.00670088606457589,100,0.9591 ± 0.0067,0.9578088036903979,0.9604355510277117,"[0.9578, 0.9604]"
original,within_group,40,random_forest,f1_score,0.7792361006908053,0.03948551784615451,100,0.7792 ± 0.0395,0.771496939192959,0.7869752621886515,"[0.7715, 0.7870]"
original,within_group,40,random_forest,precision,0.6499750891065603,0.05865699806094004,100,0.6500 ± 0.0587,0.6384783174866161,0.6614718607265045,"[0.6385, 0.6615]"
original,within_group,40,random_forest,recall,0.9781965006729475,0.013167584528524187,100,0.9782 ± 0.0132,0.9756156541053568,0.9807773472405382,"[0.9756, 0.9808]"
original,within_group,40,svm,accuracy,0.9409986541049798,0.0031367361102279524,100,0.9410 ± 0.0031,0.9403838538273752,0.9416134543825845,"[0.9404, 0.9416]"
original,within_group,40,svm,auc_pr,0.6444568623739708,0.03522694552850822,100,0.6445 ± 0.0352,0.6375523810503833,0.6513613436975584,"[0.6376, 0.6514]"
original,within_group,40,svm,auc_roc,0.7489833561473307,0.033256912631090194,100,0.7490 ± 0.0333,0.7424650012716371,0.7555017110230243,"[0.7425, 0.7555]"
original,within_group,40,svm,balanced_accuracy,0.706201585165246,0.01573285264732896,100,0.7062 ± 0.0157,0.7031179460463696,0.7092852242841224,"[0.7031, 0.7093]"
original,within_group,40,svm,f1_score,0.5824553497831966,0.031644222045168896,100,0.5825 ± 0.0316,0.5762530822623435,0.5886576173040496,"[0.5763, 0.5887]"
original,within_group,40,svm,precision,0.9935073051238876,0.007304115803784922,100,0.9935 ± 0.0073,0.9920756984263458,0.9949389118214295,"[0.9921, 0.9949]"
original,within_group,40,svm,recall,0.41270524899057875,0.031494698735530506,100,0.4127 ± 0.0315,0.4065322880384148,0.4188782099427427,"[0.4065, 0.4189]"
original,within_group,50,random_forest,accuracy,0.9441345895020189,0.01315751573078657,100,0.9441 ± 0.0132,0.9415557164187848,0.946713462585253,"[0.9416, 0.9467]"
original,within_group,50,random_forest,auc_pr,0.936169773414481,0.011367782715771291,100,0.9362 ± 0.0114,0.9339416880021899,0.9383978588267722,"[0.9339, 0.9384]"
original,within_group,50,random_forest,auc_roc,0.9912392307768171,0.0018525115824965636,100,0.9912 ± 0.0019,0.9908761385066478,0.9916023230469864,"[0.9909, 0.9916]"
original,within_group,50,random_forest,balanced_accuracy,0.9582862270076268,0.00773531186068157,100,0.9583 ± 0.0077,0.9567701058829332,0.9598023481323203,"[0.9568, 0.9598]"
original,within_group,50,random_forest,f1_score,0.7796676787886523,0.03990001749248541,100,0.7797 ± 0.0399,0.7718472753601251,0.7874880822171795,"[0.7718, 0.7875]"
original,within_group,50,random_forest,precision,0.65141985034841,0.0577773907672836,100,0.6514 ± 0.0578,0.6400954817580224,0.6627442189387975,"[0.6401, 0.6627]"
original,within_group,50,random_forest,recall,0.9759757738896365,0.013506956541571049,100,0.9760 ± 0.0135,0.9733284104074886,0.9786231373717844,"[0.9733, 0.9786]"
original,within_group,50,svm,accuracy,0.939250336473755,0.003101531878998051,100,0.9393 ± 0.0031,0.9386424362254714,0.9398582367220386,"[0.9386, 0.9399]"
original,within_group,50,svm,auc_pr,0.6338330161974117,0.0336398346445326,100,0.6338 ± 0.0336,0.6272396086070834,0.6404264237877401,"[0.6272, 0.6404]"
original,within_group,50,svm,auc_roc,0.7420341702759476,0.03267126177612036,100,0.7420 ± 0.0327,0.735630602967828,0.7484377375840673,"[0.7356, 0.7484]"
original,within_group,50,svm,balanced_accuracy,0.6974061612083147,0.01541036239069895,100,0.6974 ± 0.0154,0.6943857301797377,0.7004265922368916,"[0.6944, 0.7004]"
original,within_group,50,svm,f1_score,0.564668421183382,0.03191709309150153,100,0.5647 ± 0.0319,0.5584126709374477,0.5709241714293163,"[0.5584, 0.5709]"
original,within_group,50,svm,precision,0.9934450359683082,0.007375473771235093,100,0.9934 ± 0.0074,0.9919994431091461,0.9948906288274704,"[0.9920, 0.9949]"
original,within_group,50,svm,recall,0.39510094212651414,0.030810916872630427,100,0.3951 ± 0.0308,0.3890620024194786,0.4011398818335497,"[0.3891, 0.4011]"
original,within_group,60,random_forest,accuracy,0.9437442799461643,0.012876432152510043,100,0.9437 ± 0.0129,0.9412204992442723,0.9462680606480562,"[0.9412, 0.9463]"
original,within_group,60,random_forest,auc_pr,0.9323585626748014,0.01205220426832638,100,0.9324 ± 0.0121,0.9299963306382095,0.9347207947113934,"[0.9300, 0.9347]"
original,within_group,60,random_forest,auc_roc,0.9908072783796769,0.0017867025716217612,100,0.9908 ± 0.0018,0.990457084675639,0.9911574720837147,"[0.9905, 0.9912]"
original,within_group,60,random_forest,balanced_accuracy,0.9569866905936892,0.008297495515549827,100,0.9570 ± 0.0083,0.9553603814726415,0.958612999714737,"[0.9554, 0.9586]"
original,within_group,60,random_forest,f1_score,0.7779176697059279,0.038866140305794515,100,0.7779 ± 0.0389,0.7702999062059922,0.7855354332058636,"[0.7703, 0.7855]"
original,within_group,60,random_forest,precision,0.6499803188680008,0.0560488633110008,100,0.6500 ± 0.0560,0.6389947416590446,0.660965896076957,"[0.6390, 0.6610]"
original,within_group,60,random_forest,recall,0.9735397039030955,0.015389879604474486,100,0.9735 ± 0.0154,0.9705232875006186,0.9765561203055725,"[0.9705, 0.9766]"
original,within_group,60,svm,accuracy,0.9375841184387618,0.0035413431820751286,100,0.9376 ± 0.0035,0.9368900151750751,0.9382782217024485,"[0.9369, 0.9383]"
original,within_group,60,svm,auc_pr,0.6280229068535477,0.03772906443976873,100,0.6280 ± 0.0377,0.620628010223353,0.6354178034837423,"[0.6206, 0.6354]"
original,within_group,60,svm,auc_roc,0.7400406032797814,0.03651946061627947,100,0.7400 ± 0.0365,0.7328827889989906,0.7471984175605721,"[0.7329, 0.7472]"
original,within_group,60,svm,balanced_accuracy,0.6889315088978616,0.017662655772613774,100,0.6889 ± 0.0177,0.6854696283664293,0.6923933894292938,"[0.6855, 0.6924]"
original,within_group,60,svm,f1_score,0.5468905570227585,0.037572867983065264,100,0.5469 ± 0.0376,0.5395262748980777,0.5542548391474392,"[0.5395, 0.5543]"
original,within_group,60,svm,precision,0.9939966700912356,0.007147373269867633,100,0.9940 ± 0.0071,0.9925957849303415,0.9953975552521297,"[0.9926, 0.9954]"
original,within_group,60,svm,recall,0.37811574697173617,0.035325200054488214,100,0.3781 ± 0.0353,0.3711920077610565,0.38503948618241585,"[0.3712, 0.3850]"
original,within_group,70,random_forest,accuracy,0.9438802153432032,0.012082192527164238,100,0.9439 ± 0.0121,0.941512105607879,0.9462483250785274,"[0.9415, 0.9462]"
original,within_group,70,random_forest,auc_pr,0.9300781144766721,0.01332964638065468,100,0.9301 ± 0.0133,0.9274655037860637,0.9326907251672805,"[0.9275, 0.9327]"
original,within_group,70,random_forest,auc_roc,0.9906156226872775,0.0018341091854450788,100,0.9906 ± 0.0018,0.9902561372869303,0.9909751080876248,"[0.9903, 0.9910]"
original,within_group,70,random_forest,balanced_accuracy,0.9567571407208015,0.007001377194817937,100,0.9568 ± 0.0070,0.9553848707906172,0.9581294106509859,"[0.9554, 0.9581]"
original,within_group,70,random_forest,f1_score,0.7780543040569537,0.03640504791764551,100,0.7781 ± 0.0364,0.7709189146650952,0.7851896934488123,"[0.7709, 0.7852]"
original,within_group,70,random_forest,precision,0.6504767888190599,0.05450152338103469,100,0.6505 ± 0.0545,0.6397944902363771,0.6611590874017427,"[0.6398, 0.6612]"
original,within_group,70,random_forest,recall,0.9728532974427995,0.015501040283424666,100,0.9729 ± 0.0155,0.9698150935472483,0.9758915013383507,"[0.9698, 0.9759]"
original,within_group,70,svm,accuracy,0.9359246298788695,0.0035994221933880275,100,0.9359 ± 0.0036,0.9352191431289655,0.9366301166287735,"[0.9352, 0.9366]"
original,within_group,70,svm,auc_pr,0.6202212011539914,0.037790896338740235,100,0.6202 ± 0.0378,0.6128141854715983,0.6276282168363845,"[0.6128, 0.6276]"
original,within_group,70,svm,auc_roc,0.7361362759465193,0.035632374884333046,100,0.7361 ± 0.0356,0.72915233046919,0.7431202214238486,"[0.7292, 0.7431]"
original,within_group,70,svm,balanced_accuracy,0.6806041573201734,0.017824964230937174,100,0.6806 ± 0.0178,0.6771104643309097,0.6840978503094371,"[0.6771, 0.6841]"
original,within_group,70,svm,f1_score,0.529133423225987,0.03866848524368791,100,0.5291 ± 0.0387,0.5215544001182242,0.5367124463337498,"[0.5216, 0.5367]"
original,within_group,70,svm,precision,0.9938483486258639,0.007790378725087644,100,0.9938 ± 0.0078,0.9923214343957467,0.9953752628559811,"[0.9923, 0.9954]"
original,within_group,70,svm,recall,0.3614535666218035,0.03561844742672901,100,0.3615 ± 0.0356,0.35447235092616464,0.36843478231744237,"[0.3545, 0.3684]"
original,within_group,80,random_forest,accuracy,0.9433781965006729,0.012867640599891737,100,0.9434 ± 0.0129,0.9408561389430942,0.9459002540582516,"[0.9409, 0.9459]"
original,within_group,80,random_forest,auc_pr,0.9248681727071603,0.01487186595643639,100,0.9249 ± 0.0149,0.9219532869796987,0.9277830584346218,"[0.9220, 0.9278]"
original,within_group,80,random_forest,auc_roc,0.9899228057654302,0.0020719713890990483,100,0.9899 ± 0.0021,0.9895166993731668,0.9903289121576937,"[0.9895, 0.9903]"
original,within_group,80,random_forest,balanced_accuracy,0.9553058172573651,0.00812721690079831,100,0.9553 ± 0.0081,0.9537128827448086,0.9568987517699216,"[0.9537, 0.9569]"
original,within_group,80,random_forest,f1_score,0.7762352185362054,0.03905835741309833,100,0.7762 ± 0.0391,0.768579780483238,0.7838906565891727,"[0.7686, 0.7839]"
original,within_group,80,random_forest,precision,0.6492855115027456,0.057633620754125,100,0.6493 ± 0.0576,0.6379893218349371,0.6605817011705541,"[0.6380, 0.6606]"
original,within_group,80,random_forest,recall,0.9702153432032301,0.016185432285633322,100,0.9702 ± 0.0162,0.967042998475246,0.9733876879312142,"[0.9670, 0.9734]"
original,within_group,80,svm,accuracy,0.934450874831763,0.003398283231916219,100,0.9345 ± 0.0034,0.9337848113183075,0.9351169383452186,"[0.9338, 0.9351]"
original,within_group,80,svm,auc_pr,0.610529342183853,0.033934702776558155,100,0.6105 ± 0.0339,0.6038781404396476,0.6171805439280584,"[0.6039, 0.6172]"
original,within_group,80,svm,auc_roc,0.7303527404270274,0.03212669449304896,100,0.7304 ± 0.0321,0.7240559083063898,0.7366495725476649,"[0.7241, 0.7366]"
original,within_group,80,svm,balanced_accuracy,0.6731695827725437,0.017110858387155634,100,0.6732 ± 0.0171,0.6698158545286612,0.6765233110164262,"[0.6698, 0.6765]"
original,within_group,80,svm,f1_score,0.5129928610618724,0.03801922576939147,100,0.5130 ± 0.0380,0.5055410928110716,0.5204446293126731,"[0.5055, 0.5204]"
original,within_group,80,svm,precision,0.9941822575613952,0.006613803208698563,100,0.9942 ± 0.0066,0.9928859521324903,0.9954785629903001,"[0.9929, 0.9955]"
original,within_group,80,svm,recall,0.3465679676985195,0.0342606268093761,100,0.3466 ± 0.0343,0.33985288484388176,0.35328305055315723,"[0.3399, 0.3533]"
original,within_group,90,random_forest,accuracy,0.9430228802153432,0.011702201433270238,100,0.9430 ± 0.0117,0.9407292487344222,0.9453165116962642,"[0.9407, 0.9453]"
original,within_group,90,random_forest,auc_pr,0.919746271061051,0.01554147278286452,100,0.9197 ± 0.0155,0.9167001423956096,0.9227923997264924,"[0.9167, 0.9228]"
original,within_group,90,random_forest,auc_roc,0.9891792234223975,0.002094234309868165,100,0.9892 ± 0.0021,0.9887687534976634,0.9895896933471316,"[0.9888, 0.9896]"
original,within_group,90,random_forest,balanced_accuracy,0.9541872289516974,0.00789975853556737,100,0.9542 ± 0.0079,0.9526388762787262,0.9557355816246685,"[0.9526, 0.9557]"
original,within_group,90,random_forest,f1_score,0.7743822761749749,0.03570065605692125,100,0.7744 ± 0.0357,0.7673849475878184,0.7813796047621314,"[0.7674, 0.7814]"
original,within_group,90,random_forest,precision,0.6471941862043628,0.052226257563741246,100,0.6472 ± 0.0522,0.6369578397218695,0.657430532686856,"[0.6370, 0.6574]"
original,within_group,90,random_forest,recall,0.96814266487214,0.015081032466865638,100,0.9681 ± 0.0151,0.9651867825086343,0.9710985472356456,"[0.9652, 0.9711]"
original,within_group,90,svm,accuracy,0.9329825033647375,0.0037393986389134626,100,0.9330 ± 0.0037,0.9322495812315105,0.9337154254979646,"[0.9322, 0.9337]"
original,within_group,90,svm,auc_pr,0.6049111443973882,0.03421271591660845,100,0.6049 ± 0.0342,0.598205452077733,0.6116168367170435,"[0.5982, 0.6116]"
original,within_group,90,svm,auc_roc,0.7276517201270982,0.03355860395107808,100,0.7277 ± 0.0336,0.7210742337526869,0.7342292065015096,"[0.7211, 0.7342]"
original,within_group,90,svm,balanced_accuracy,0.6659353970390309,0.018831151548785122,100,0.6659 ± 0.0188,0.662244491335469,0.6696263027425928,"[0.6622, 0.6696]"
original,within_group,90,svm,f1_score,0.49655612393183246,0.04344104091835414,100,0.4966 ± 0.0434,0.48804167991183506,0.5050705679518299,"[0.4880, 0.5051]"
original,within_group,90,svm,precision,0.993243279506566,0.007550043188475273,100,0.9932 ± 0.0076,0.9917634710416249,0.9947230879715071,"[0.9918, 0.9947]"
original,within_group,90,svm,recall,0.3321265141318977,0.037705377035483184,100,0.3321 ± 0.0377,0.324736260232943,0.3395167680308524,"[0.3247, 0.3395]"
original,within_group,100,random_forest,accuracy,0.9440646029609691,0.011033818847673961,100,0.9441 ± 0.0110,0.941901974466825,0.9462272314551131,"[0.9419, 0.9462]"
original,within_group,100,random_forest,auc_pr,0.9143163955851776,0.018442910182176125,100,0.9143 ± 0.0184,0.9107015851894711,0.9179312059808842,"[0.9107, 0.9179]"
original,within_group,100,random_forest,auc_roc,0.9886998527304641,0.0020473250342190313,100,0.9887 ± 0.0020,0.9882985770237572,0.989101128437171,"[0.9883, 0.9891]"
original,within_group,100,random_forest,balanced_accuracy,0.9530491999401824,0.007460239714617293,100,0.9530 ± 0.0075,0.9515869929561175,0.9545114069242474,"[0.9516, 0.9545]"
original,within_group,100,random_forest,f1_score,0.7767880081905563,0.03354333652597283,100,0.7768 ± 0.0335,0.7702135142314656,0.783362502149647,"[0.7702, 0.7834]"
original,within_group,100,random_forest,precision,0.6523219723482683,0.050798922671045424,100,0.6523 ± 0.0508,0.6423653835047434,0.6622785611917932,"[0.6424, 0.6623]"
original,within_group,100,random_forest,recall,0.9642799461641992,0.01681394554583017,100,0.9643 ± 0.0168,0.9609844128372165,0.967575479491182,"[0.9610, 0.9676]"
original,within_group,100,svm,accuracy,0.931157469717362,0.003231875271768097,100,0.9312 ± 0.0032,0.9305240221640955,0.9317909172706286,"[0.9305, 0.9318]"
original,within_group,100,svm,auc_pr,0.5999515393600623,0.035931330751996934,100,0.6000 ± 0.0359,0.5929089985326709,0.6069940801874537,"[0.5929, 0.6070]"
original,within_group,100,svm,auc_roc,0.7242597074213017,0.03492880471147121,100,0.7243 ± 0.0349,0.7174136616978534,0.7311057531447501,"[0.7174, 0.7311]"
original,within_group,100,svm,balanced_accuracy,0.6566846119336024,0.01632653987675228,100,0.6567 ± 0.0163,0.6534846101177589,0.6598846137494458,"[0.6535, 0.6599]"
original,within_group,100,svm,f1_score,0.4757794239019747,0.038036065600622414,100,0.4758 ± 0.0380,0.4683243550442527,0.4832344927596967,"[0.4683, 0.4832]"
original,within_group,100,svm,precision,0.9937172549599179,0.006782212876447065,100,0.9937 ± 0.0068,0.9923879412361343,0.9950465686837016,"[0.9924, 0.9950]"
original,within_group,100,svm,recall,0.3135935397039031,0.0327028683979268,100,0.3136 ± 0.0327,0.3071837774979094,0.32000330190989673,"[0.3072, 0.3200]"
original,cross_group,0,random_forest,accuracy,0.9480538358008076,0.013175084969634439,100,0.9481 ± 0.0132,0.9454715191467592,0.950636152454856,"[0.9455, 0.9506]"
original,cross_group,0,random_forest,auc_pr,0.9507278414269023,0.006399666210785005,100,0.9507 ± 0.0064,0.9494735068495884,0.9519821760042161,"[0.9495, 0.9520]"
original,cross_group,0,random_forest,auc_roc,0.9929381097611906,0.0007644111236508849,100,0.9929 ± 0.0008,0.992788285180955,0.9930879343414262,"[0.9928, 0.9931]"
original,cross_group,0,random_forest,balanced_accuracy,0.9630357409899806,0.005333811737665206,100,0.9630 ± 0.0053,0.9619903138893982,0.964081168090563,"[0.9620, 0.9641]"
original,cross_group,0,random_forest,f1_score,0.7931252310860715,0.04086585787836489,100,0.7931 ± 0.0409,0.785115522941912,0.8011349392302309,"[0.7851, 0.8011]"
original,cross_group,0,random_forest,precision,0.667822498893394,0.060762641533376155,100,0.6678 ± 0.0608,0.6559130211528522,0.6797319766339357,"[0.6559, 0.6797]"
original,cross_group,0,random_forest,recall,0.9817631224764469,0.007897527819647322,100,0.9818 ± 0.0079,0.980215207023796,0.9833110379290978,"[0.9802, 0.9833]"
original,cross_group,0,svm,accuracy,0.9454253028263796,0.002727142203358518,100,0.9454 ± 0.0027,0.9448907829545213,0.9459598226982379,"[0.9449, 0.9460]"
original,cross_group,0,svm,auc_pr,0.6664346971559144,0.030211975700396063,100,0.6664 ± 0.0302,0.6605131499186367,0.6723562443931921,"[0.6605, 0.6724]"
original,cross_group,0,svm,auc_roc,0.7629342956875205,0.028316431933437032,100,0.7629 ± 0.0283,0.7573842750285669,0.7684843163464741,"[0.7574, 0.7685]"
original,cross_group,0,svm,balanced_accuracy,0.729339763720652,0.01404455649559842,100,0.7293 ± 0.0140,0.7265870306475147,0.7320924967937893,"[0.7266, 0.7321]"
original,cross_group,0,svm,f1_score,0.6267648056053076,0.025985951859603368,100,0.6268 ± 0.0260,0.6216715590408253,0.6318580521697899,"[0.6217, 0.6319]"
original,cross_group,0,svm,precision,0.9893951045812527,0.005503287924218547,100,0.9894 ± 0.0055,0.9883164601481058,0.9904737490143996,"[0.9883, 0.9905]"
original,cross_group,0,svm,recall,0.4592328398384926,0.02820339218509237,100,0.4592 ± 0.0282,0.4537049749702145,0.4647607047067707,"[0.4537, 0.4648]"
original,cross_group,10,random_forest,accuracy,0.9457590847913864,0.012379714365982822,100,0.9458 ± 0.0124,0.9433326607756537,0.948185508807119,"[0.9433, 0.9482]"
original,cross_group,10,random_forest,auc_pr,0.9470554107834716,0.007652620164273799,100,0.9471 ± 0.0077,0.9455554972312739,0.9485553243356692,"[0.9456, 0.9486]"
original,cross_group,10,random_forest,auc_roc,0.9925836957709672,0.0011629102861240744,100,0.9926 ± 0.0012,0.9923557653548869,0.9928116261870474,"[0.9924, 0.9928]"
original,cross_group,10,random_forest,balanced_accuracy,0.9613541199342006,0.006659868188568669,100,0.9614 ± 0.0067,0.9600487857692411,0.9626594540991601,"[0.9600, 0.9627]"
original,cross_group,10,random_forest,f1_score,0.7853746816430336,0.038415201144150125,100,0.7854 ± 0.0384,0.7778453022187801,0.7929040610672871,"[0.7778, 0.7929]"
original,cross_group,10,random_forest,precision,0.656962187586874,0.05600519539546211,100,0.6570 ± 0.0560,0.6459851692893634,0.6679392058843845,"[0.6460, 0.6679]"
original,cross_group,10,random_forest,recall,0.9808479138627187,0.010076941417131058,100,0.9808 ± 0.0101,0.9788728333449611,0.9828229943804764,"[0.9789, 0.9828]"
original,cross_group,10,svm,accuracy,0.9451588156123821,0.002935676780801417,100,0.9452 ± 0.0029,0.9445834229633451,0.9457342082614192,"[0.9446, 0.9457]"
original,cross_group,10,svm,auc_pr,0.6715312451248734,0.03125689442543384,100,0.6715 ± 0.0313,0.6654048938174884,0.6776575964322584,"[0.6654, 0.6777]"
original,cross_group,10,svm,auc_roc,0.7666928187332808,0.029302575396781647,100,0.7667 ± 0.0293,0.7609495139555116,0.77243612351105,"[0.7609, 0.7724]"
original,cross_group,10,svm,balanced_accuracy,0.7277860026917901,0.014826271417930042,100,0.7278 ± 0.0148,0.7248800534938757,0.7306919518897044,"[0.7249, 0.7307]"
original,cross_group,10,svm,f1_score,0.6239506072249535,0.027887820965214243,100,0.6240 ± 0.0279,0.6184845943157715,0.6294166201341356,"[0.6185, 0.6294]"
original,cross_group,10,svm,precision,0.9903222260771913,0.00629689040006305,100,0.9903 ± 0.0063,0.989088035558779,0.9915564165956037,"[0.9891, 0.9916]"
original,cross_group,10,svm,recall,0.4560699865410498,0.029705330587272143,100,0.4561 ± 0.0297,0.45024774174594445,0.46189223133615515,"[0.4502, 0.4619]"
original,cross_group,20,random_forest,accuracy,0.9437658142664873,0.012053929865727816,100,0.9438 ± 0.0121,0.9414032440128046,0.94612838452017,"[0.9414, 0.9461]"
original,cross_group,20,random_forest,auc_pr,0.9448941365085741,0.009080129771556355,100,0.9449 ± 0.0091,0.943114431073349,0.9466738419437992,"[0.9431, 0.9467]"
original,cross_group,20,random_forest,auc_roc,0.9924242020786802,0.0011663350408497777,100,0.9924 ± 0.0012,0.9921956004106737,0.9926528037466867,"[0.9922, 0.9927]"
original,cross_group,20,random_forest,balanced_accuracy,0.9609167040526394,0.005772809191144365,100,0.9609 ± 0.0058,0.9597852334511751,0.9620481746541037,"[0.9598, 0.9620]"
original,cross_group,20,random_forest,f1_score,0.7792817613783839,0.03641265194865264,100,0.7793 ± 0.0364,0.772144881596448,0.7864186411603198,"[0.7721, 0.7864]"
original,cross_group,20,random_forest,precision,0.6475752194883466,0.05192214327548336,100,0.6476 ± 0.0519,0.6373984794063519,0.6577519595703414,"[0.6374, 0.6578]"
original,cross_group,20,random_forest,recall,0.9823553162853297,0.006659491725074239,100,0.9824 ± 0.0067,0.9810500559072152,0.9836605766634442,"[0.9811, 0.9837]"
original,cross_group,20,svm,accuracy,0.9445733512786002,0.003044534266990764,100,0.9446 ± 0.0030,0.94397662256227,0.9451700799949304,"[0.9440, 0.9452]"
original,cross_group,20,svm,auc_pr,0.6715415927721647,0.032093525434890885,100,0.6715 ± 0.0321,0.6652512617869262,0.6778319237574033,"[0.6653, 0.6778]"
original,cross_group,20,svm,auc_roc,0.7679888550553383,0.028879451411451967,100,0.7680 ± 0.0289,0.7623284825786937,0.773649227531983,"[0.7623, 0.7736]"
original,cross_group,20,svm,balanced_accuracy,0.7245416479736803,0.015262785302410284,100,0.7245 ± 0.0153,0.7215501420544078,0.7275331538929527,"[0.7216, 0.7275]"
original,cross_group,20,svm,f1_score,0.6179977146486619,0.029267796281505373,100,0.6180 ± 0.0293,0.6122612265774868,0.623734202719837,"[0.6123, 0.6237]"
original,cross_group,20,svm,precision,0.9917140853589982,0.006711190134588962,100,0.9917 ± 0.0067,0.9903986920926188,0.9930294786253776,"[0.9904, 0.9930]"
original,cross_group,20,svm,recall,0.44950201884253027,0.030552490706865602,100,0.4495 ± 0.0306,0.44351373066398464,0.4554903070210759,"[0.4435, 0.4555]"
original,cross_group,30,random_forest,accuracy,0.9425666218034994,0.011540546597516846,100,0.9426 ± 0.0115,0.940304674670386,0.9448285689366127,"[0.9403, 0.9448]"
original,cross_group,30,random_forest,auc_pr,0.9421204296426982,0.008314211801555269,100,0.9421 ± 0.0083,0.9404908441295933,0.943750015155803,"[0.9405, 0.9438]"
original,cross_group,30,random_forest,auc_roc,0.9920396277222574,0.001244955869931204,100,0.9920 ± 0.0012,0.9917956163717508,0.992283639072764,"[0.9918, 0.9923]"
original,cross_group,30,random_forest,balanced_accuracy,0.959610438163601,0.0061063621908505495,100,0.9596 ± 0.0061,0.9584135911741943,0.9608072851530077,"[0.9584, 0.9608]"
original,cross_group,30,random_forest,f1_score,0.7752009109233972,0.03472032601234081,100,0.7752 ± 0.0347,0.7683957270249784,0.7820060948218159,"[0.7684, 0.7820]"
original,cross_group,30,random_forest,precision,0.6425122510084778,0.04988403396480267,100,0.6425 ± 0.0499,0.6327349803513764,0.6522895216655791,"[0.6327, 0.6523]"
original,cross_group,30,random_forest,recall,0.9809152086137282,0.009565586316481689,100,0.9809 ± 0.0096,0.9790403536956978,0.9827900635317586,"[0.9790, 0.9828]"
original,cross_group,30,svm,accuracy,0.9435666218034993,0.002894251228705613,100,0.9436 ± 0.0029,0.942999348562673,0.9441338950443255,"[0.9430, 0.9441]"
original,cross_group,30,svm,auc_pr,0.6682862973513974,0.0322057122520825,100,0.6683 ± 0.0322,0.6619739777499892,0.6745986169528057,"[0.6620, 0.6746]"
original,cross_group,30,svm,auc_roc,0.7673346981477691,0.029374114655350874,100,0.7673 ± 0.0294,0.7615773716753204,0.7730920246202179,"[0.7616, 0.7731]"
original,cross_group,30,svm,balanced_accuracy,0.7192986391505908,0.014644995563670892,100,0.7193 ± 0.0146,0.7164282200201113,0.7221690582810703,"[0.7164, 0.7222]"
original,cross_group,30,svm,f1_score,0.6081395716315732,0.0282581177004301,100,0.6081 ± 0.0283,0.6026009805622888,0.6136781627008575,"[0.6026, 0.6137]"
original,cross_group,30,svm,precision,0.9926205850395776,0.006062937946031303,100,0.9926 ± 0.0061,0.9914322492021554,0.9938089208769998,"[0.9914, 0.9938]"
original,cross_group,30,svm,recall,0.4389636608344549,0.02934736733253539,100,0.4390 ± 0.0293,0.433211576837278,0.44471574483163184,"[0.4332, 0.4447]"
original,cross_group,40,random_forest,accuracy,0.9421130551816959,0.011051540062936311,100,0.9421 ± 0.0111,0.9399469533293603,0.9442791570340314,"[0.9399, 0.9443]"
original,cross_group,40,random_forest,auc_pr,0.9408190130582024,0.007511404722375624,100,0.9408 ± 0.0075,0.9393467777326168,0.942291248383788,"[0.9393, 0.9423]"
original,cross_group,40,random_forest,auc_roc,0.9919132762168253,0.0010476900405996905,100,0.9919 ± 0.0010,0.9917079289688678,0.9921186234647829,"[0.9917, 0.9921]"
original,cross_group,40,random_forest,balanced_accuracy,0.9592866756393001,0.004729990105098187,100,0.9593 ± 0.0047,0.9583595975787009,0.9602137536998994,"[0.9584, 0.9602]"
original,cross_group,40,random_forest,f1_score,0.7736955542770432,0.0330888484746565,100,0.7737 ± 0.0331,0.7672101399760105,0.7801809685780758,"[0.7672, 0.7802]"
original,cross_group,40,random_forest,precision,0.6404897722535198,0.04849402155054162,100,0.6405 ± 0.0485,0.6309849440296136,0.649994600477426,"[0.6310, 0.6500]"
original,cross_group,40,random_forest,recall,0.9807537012113055,0.00876946873225956,100,0.9808 ± 0.0088,0.9790348853397826,0.9824725170828283,"[0.9790, 0.9825]"
