data_source,count,mean_distance,std_distance,mean_pca_x,mean_pca_y,mean_tsne_x,mean_tsne_y
real_malicious,5000,0.6043861041833497,0.10203262971992509,-0.10783196077964262,-0.14233883509402562,-24.483766023241998,-20.9792809742086
real_benign,5000,0.8757038648111733,0.09338724308149295,0.132366037672234,0.174913880955064,27.8744969468712,25.9045057401608
core_synthetic,300,0.5380885757737176,0.08054496997054268,0.010902133,-0.2868831944506667,-9.683207788333332,-32.211776725
inner_synthetic,300,0.5507362430128622,0.07245894788905054,-0.21835255489833336,-0.11306189760443333,-37.03999783946667,-16.924814626353335
outer_synthetic,300,0.5962081466692263,0.08860079612929887,-0.088796223987,-0.12757710897966665,-19.368730665566666,-20.427217112794334
edge_synthetic,300,0.6599926394392395,0.10111399502633207,-0.11266616166213332,-0.015407515362748002,-28.786936634566665,-2.1617310500753333
