prompt,strategy,classifier,metric,synthetic_ratio,performance,regression_slope,regression_r_squared,regression_p_value,total_change,absolute_degradation,relative_degradation,p_value
weak,cross_group,random_forest,accuracy,90,0.956107671601615,,,,,-0.008053835800807763,-0.008495124956701225,2.9692647235061346e-09
weak,cross_group,random_forest,accuracy,100,0.9604966352624495,,,,,-0.012442799461642284,-0.01312457055894092,1.5270991675147804e-14
weak,cross_group,random_forest,precision,sensitivity,0.6678224988933938,0.0006968477106109384,0.6164920214946698,0.004193952509673628,0.07496419350602113,,,
weak,cross_group,random_forest,precision,10,0.6651976037622843,,,,,0.002624895131109528,0.003930528150008535,0.4509748893412824
weak,cross_group,random_forest,precision,20,0.648292886064736,,,,,0.01952961282865784,0.02924371799545406,6.624715081655307e-06
weak,cross_group,random_forest,precision,30,0.6466742638479185,,,,,0.02114823504547536,0.03166744918076099,2.41150908896403e-06
weak,cross_group,random_forest,precision,40,0.650843767594871,,,,,0.016978731298522898,0.025424018098607448,0.00022509295189320508
weak,cross_group,random_forest,precision,50,0.6573263896219408,,,,,0.010496109271453058,0.015716914732351026,0.04663562827384404
weak,cross_group,random_forest,precision,60,0.673142004677142,,,,,-0.00531950578374818,-0.00796544859234721,0.3321144825002412
weak,cross_group,random_forest,precision,70,0.6808248216787989,,,,,-0.01300232278540503,-0.019469728568519855,0.01789019316925765
weak,cross_group,random_forest,precision,80,0.6868606275225464,,,,,-0.01903812862915255,-0.028507767648887874,0.0016139644251907733
weak,cross_group,random_forest,precision,90,0.7115498380184002,,,,,-0.04372733912500637,-0.06547748720275846,7.722903028997944e-11
weak,cross_group,random_forest,precision,100,0.742786692399415,,,,,-0.07496419350602113,-0.11225167410537908,4.244660291941392e-17
weak,cross_group,random_forest,recall,sensitivity,0.981763122476447,-0.0003553529915575697,0.7441260062512207,0.0006313646208972806,-0.0437954239569317,,,
weak,cross_group,random_forest,recall,10,0.9811170928667565,,,,,0.0006460296096905127,0.0006580300226198517,0.42800551319138325
weak,cross_group,random_forest,recall,20,0.9818977119784656,,,,,-0.00013458950201861164,-0.00013708958804555272,0.8561980454196861
weak,cross_group,random_forest,recall,30,0.980578734858681,,,,,0.0011843876177660695,0.0012063883748031933,0.24801109647016534
weak,cross_group,random_forest,recall,40,0.9800942126514132,,,,,0.0016689098250338708,0.0016999108917679973,0.07113142124025255
weak,cross_group,random_forest,recall,50,0.9776177658142664,,,,,0.004145356662180633,0.004222359311810555,8.505921744511275e-05
weak,cross_group,random_forest,recall,60,0.9732301480484524,,,,,0.00853297442799461,0.008691479882102946,8.82229012595233e-10
weak,cross_group,random_forest,recall,70,0.9689636608344548,,,,,0.012799461641992194,0.013037219823154703,3.893653355166873e-15
weak,cross_group,random_forest,recall,80,0.9668371467025572,,,,,0.014925975773889877,0.015203235314278122,7.246709633858954e-20
weak,cross_group,random_forest,recall,90,0.9569582772543741,,,,,0.024804845222072935,0.02526561107683897,4.6759674640434477e-23
weak,cross_group,random_forest,recall,100,0.9379676985195153,,,,,0.0437954239569317,0.04460895195009973,1.1080348450008352e-24
weak,cross_group,random_forest,auc_roc,sensitivity,0.9929381097611908,-2.6325366813892567e-05,0.9740281780540996,1.917375038498471e-08,-0.002788684619581816,,,
weak,cross_group,random_forest,auc_roc,10,0.9926664953855746,,,,,0.0002716143756161804,0.0002735461283498382,0.005515170973110679
weak,cross_group,random_forest,auc_roc,20,0.9923469444439412,,,,,0.0005911653172495646,0.0005953697530974456,2.8006610019607905e-08
weak,cross_group,random_forest,auc_roc,30,0.992127080708013,,,,,0.0008110290531777586,0.0008167971852473437,5.844629665782246e-10
weak,cross_group,random_forest,auc_roc,40,0.9920307386159964,,,,,0.0009073711451943467,0.0009138244733224877,8.034877029033157e-12
weak,cross_group,random_forest,auc_roc,50,0.9916917117461996,,,,,0.0012463980149911569,0.0012552625412785548,2.8714926447657956e-18
weak,cross_group,random_forest,auc_roc,60,0.9917231079125226,,,,,0.0012150018486681846,0.001223643081803358,7.919440225357825e-17
weak,cross_group,random_forest,auc_roc,70,0.9911134780507608,,,,,0.0018246317104300136,0.0018376087013810473,8.000954797004473e-23
weak,cross_group,random_forest,auc_roc,80,0.9910037394023596,,,,,0.00193437035883115,0.0019481278236932419,4.577498340759347e-28
weak,cross_group,random_forest,auc_roc,90,0.9905039880719122,,,,,0.00243412168927859,0.002451433443182088,7.468163855452934e-32
weak,cross_group,random_forest,auc_roc,100,0.990149425141609,,,,,0.002788684619581816,0.0028085180658968924,7.533717786641173e-32
